楽曲ID,難易度ID,ID_DifN,ノーツ数,譜面再生時間,累計基礎係数,s1係数,s2係数,s3係数,s4係数,s5係数,s6係数,s外係数,s6前s外係数,s1始点,s1終点,s2始点,s2終点,s3始点,s3終点,s4始点,s4終点,s5始点,s5終点,s6始点,s6終点,SF始点,SF終点,平均スコア,最小スコア,最大スコア,s6前スコア,ポイント
331,5,331_5,1339,139.88571,1105.2,31.411,32.18,37.856,14.204,26.978,86.652,1017.0265,649.1065,118,158,261,305,414,462,625,668,797,824,982,1029,968,1100,3050538.205,3044725.991,3058826.09,1975999.041,362.9321086
332,1,332_1,154,110.11765,64.5,1,2,1,4.95,2.31,2.323,55.938,45.333,20,20,23,24,27,27,44,49,88,101,118,131,42,56,2675286.662,2651957.93,2689037.31,2216865.67,311.210482
332,2,332_2,221,110.11765,114.1,3,3,3.9,10.7565,4.646,7.272,93.092,80.704,33,35,40,42,47,58,105,112,152,161,173,181,102,123,3110117.507,3082187.18,3123294.088,2563853.026,339.6023784
332,3,332_3,406,110.11765,249.8,10.8,18.773,11.312,24.327,9.064,12.257,182.947,159.824,37,63,87,110,136,155,220,243,332,347,368,382,213,251,3413777.968,3389052.168,3429975.226,2968423.504,359.4296203
332,4,332_4,596,110.11765,493.1,25.5,26.563,24.342,50.04,13.936,21,378.08,348.26,53,82,113,140,172,201,298,327,445,470,505,528,289,345,3461167.038,3434765.434,3479767.097,3095149.857,362.5238478
332,5,332_5,625,110.11765,553.9,26.3,27.674,26.415,54.384,23.712,29.925,414.1265,381.0505,53,81,115,144,177,207,306,334,463,492,529,556,297,357,3555499.373,3531643.561,3565988.838,3113719.436,368.6831944
333,1,333_1,449,134.31193,179,4,4,4.545,9.486,6.018,12.8235,154.6675,108.845,58,61,81,84,150,158,204,214,261,283,366,385,363,406,2823957.509,2811353.796,2830455.777,2005479.006,341.1558741
333,2,333_2,762,134.31193,292,9,7.878,11.872,10.169,12.376,30.528,239.723,180.802,39,47,102,134,193,219,291,326,452,480,602,631,593,667,3129591.8,3124502.554,3135009.74,2182339.082,362.3704897
333,3,333_3,1067,134.31193,631.8,20.695,28.6,24.416,19.53,17.12,42.0045,558.037,406.524,71,112,194,250,376,423,517,554,715,757,900,941,891,995,3065670.764,3058930.412,3070983.503,2265166.368,357.9336177
333,4,333_4,1341,134.31193,1078,36.803,46.308,45.032,51.41,37.194,93.72,913.013,666.998,82,121,236,284,440,496,613,671,862,915,1092,1136,1081,1213,3394967.483,3389919.723,3399659.382,2459223.49,380.7906841
333,5,333_5,1497,134.31193,1273.6,43.754,43.802,54.089,54.08,50.973,112.2,1086.299,795.514,93,136,265,324,491,547,693,748,951,1007,1221,1282,1207,1354,3439024.858,3436040.962,3442529,2474475.011,383.8487843
334,1,334_1,309,118.20896,125.6,3.6,4.6,5.959,2.02,3.57,9.18,109.4885,79.162,35,43,76,94,121,134,155,156,203,219,275,280,273,301,2834268.593,2824457.751,2843387.191,2034144.335,330.2827174
334,2,334_2,401,118.20896,281,8.6,11.211,23.23,8.874,7.65,23.175,231.1315,161.731,60,73,107,118,152,167,205,228,256,276,344,356,341,378,3202585.945,3179765.026,3213221.367,2318297.558,354.9816457
334,3,334_3,761,118.20896,513.8,11.409,11.522,40.17,29.12,20.58,55.809,415.106,288.138,97,128,197,228,307,330,413,463,536,560,654,695,649,724,3472561.199,3450126.014,3488975.866,2403122.643,373.0858687
334,4,334_4,992,118.20896,886.5,35.451,40.117,56.472,36.717,30.923,86.7915,720.369,528.153,133,173,267,304,407,446,556,616,717,753,862,907,853,951,3573607.681,3562093.941,3580729.081,2583747.36,379.8619268
334,5,334_5,1100,118.20896,1055.9,41.612,45.249,65.882,67.522,39.836,104.0475,829.765,617.525,138,185,293,341,458,504,619,673,787,831,949,1005,939,1048,3729097.287,3717615.448,3738041.595,2744842.293,390.2888769
335,1,335_1,400,134.61745,171.4,4,5.9,10.078,4.04,5.202,14.3685,143.512,102.621,10,13,44,66,97,115,144,147,271,285,332,343,329,366,2933018.572,2918998.312,2940755.633,2071053.986,348.725995
335,2,335_2,483,134.61745,287.4,8.2,5.942,12.726,5.099,7.828,26.265,245.106,187.253,36,63,93,115,149,165,200,231,306,327,384,396,381,427,2867402.071,2857704.31,2874263.762,2003443.638,344.1714379
335,3,335_3,693,134.61745,665.8,15.2,13.408,38.046,13.081,13.946,68.1975,589.916,406.823,50,84,190,213,272,296,333,360,476,501,559,584,554,622,3081826.076,3065496.799,3088183.377,2004188.264,359.0549865
335,4,335_4,1022,134.61745,1071.5,35.383,30.192,53.879,30.576,22.836,91.368,941.831,680.704,65,111,249,292,362,401,454,495,684,717,821,860,811,912,3202069.057,3190852.158,3209508.915,2246163.324,367.401264
335,5,335_5,1181,134.61745,1202.8,36.326,35.968,64.792,32.13,35.295,108.7275,1047.4505,753.572,72,118,291,334,411,458,525,569,762,811,944,994,932,1049,3332239.017,3320458.222,3337619.216,2325026.289,376.4365906
336,1,336_1,225,151.875,121.8,2.5,4,2,6.3,2.02,8.0295,107.1305,79.868,25,31,55,56,70,71,87,94,127,128,184,191,181,202,2668943.117,2654704.277,2676890.518,1945010.254,344.3958843
336,2,336_2,446,151.875,303,8,10.1,9.999,11.14,10.2,15.45,265.319,200.715,79,86,121,125,142,159,194,203,272,281,377,386,371,414,2798353.369,2795817.795,2801869.881,2157800.204,353.7590967
336,3,336_3,870,151.875,656.2,22.171,31.942,28.05,18.54,17.62,24.2355,579.9395,427.6455,86,108,168,208,268,291,348,373,499,540,726,750,713,799,2933842.038,2925217.887,2940624.784,2323397.605,363.5621004
336,4,336_4,1121,151.875,1058.6,26.563,51,53.869,28.912,46.216,43.818,912.26,697.491,109,137,217,256,330,372,450,492,646,694,912,954,894,1004,3095925.93,3087101.846,3106454.48,2490066.075,375.2893467
336,5,336_5,1247,151.875,1181.5,33.785,59.74,57.616,33.955,49.434,50.325,1031.579,801.349,170,215,306,348,428,471,554,604,749,796,1037,1089,1017,1141,3184920.677,3176612.382,3193706.953,2576996.195,381.7283784
337,1,337_1,321,138.35294,139.8,4.4,3,7,3.535,4.283,11.169,118.278,88.47,12,28,52,54,93,99,128,153,200,223,255,264,252,282,2829953.909,2819763.213,2836746.89,2038532.344,341.5720949
337,2,337_2,482,138.35294,272,6.2,13.13,11.11,4.488,8.961,17.04,237.054,166.297,38,72,124,136,189,199,244,260,322,354,393,403,389,436,2876052.55,2865402.7,2886714.802,2084389.364,344.7718829
337,3,337_3,827,138.35294,591.6,19.554,21.846,30.589,5.096,25.2,39.591,514.802,360.435,97,119,177,203,276,310,440,470,535,555,629,659,613,692,3035929.947,3024449.327,3051584.214,2197953.735,355.8692552
337,4,337_4,1160,138.35294,899.1,24.24,30.488,37.228,9.039,59.4,61.803,783.911,569.2485,118,195,332,366,469,510,681,711,803,840,935,979,919,1033,3165999.521,3146498.153,3183104.003,2330711.879,364.8976138
337,5,337_5,1323,138.35294,1205.9,48.228,49.852,48.848,11.449,60.55,104.445,1038.9575,752.2975,153,206,337,388,491,542,716,759,867,907,1014,1063,996,1125,3351758.477,3342216.127,3367844.829,2384715.595,377.7914708
338,1,338_1,249,114.95798,81.8,2.7,3.1,5.3,2.504,8.0295,2.537,64.824,56.368,19,27,32,44,54,70,80,104,159,166,188,212,157,180,3059484.275,3032421.511,3074977.206,2721887.009,339.3260228
338,2,338_2,344,114.95798,205.5,8.4,10.281,8.787,12.322,15.606,12.566,152.575,125.197,64,75,98,109,124,138,161,174,256,267,301,314,254,286,3259680.077,3246141.972,3268894.178,2689480.157,352.5153933
338,3,338_3,452,114.95798,342.4,12.321,18.584,18.71,14.994,31.209,15.266,258.29,229.284,80,103,141,162,189,207,236,256,337,357,397,417,334,378,3317118.031,3296757.161,3330785.136,2911464.036,356.2995409
338,4,338_4,594,114.95798,509,19.695,25.149,30.804,24.369,39.312,24.885,390.547,347.602,104,127,164,196,227,250,295,324,434,458,517,546,430,489,3402769.024,3388344.433,3413523.19,2961581.534,361.9424298
338,5,338_5,735,114.95798,612.1,25.654,32.538,38.216,25.472,49.14,26.182,475.2255,425.3485,131,159,210,249,291,319,374,404,543,573,644,674,538,611,3491097.328,3475033.458,3502213.618,3083116.351,367.7617063
339,1,339_1,294,158.11765,133.1,3,3.3,2.3,10.908,7.293,3.06,117.788,106.568,32,34,50,55,76,89,141,149,195,203,237,239,138,166,2781289.06,2755944.57,2796766.488,2520472.531,355.3904961
339,2,339_2,359,158.11765,217.1,7,7.1,5.858,13.7865,9.18,10.914,182.9135,158.6255,38,44,84,91,116,128,178,186,243,251,287,299,173,206,2931991.719,2917875.299,2940322.184,2459494.083,366.3829254
339,3,339_3,644,158.11765,414.3,10.3,6.666,10.608,17.4585,12.688,24.15,371.3795,324.6165,59,71,157,177,232,254,329,351,425,455,549,567,324,386,2796282.193,2787442.197,2803691.728,2259958.217,356.4841129
339,4,339_4,875,158.11765,635.2,20.6,16.912,20.059,32.01,26.394,28.248,557.936,491.952,64,89,199,220,293,334,478,502,623,655,762,789,470,557,3011428.059,3002238.898,3018202.885,2562921.882,372.1771055
339,5,339_5,987,158.11765,863,22.42,27.03,36.656,41.895,37.771,38.88,743.447,669.36,68,102,236,266,374,408,540,571,714,747,853,886,530,625,3099303.858,3092188.907,3108131.45,2669554.608,378.5868697
339,6,339_6,855,158.11765,688.9,18.6,23.083,20.426,34.788,19.08,40.874,604.942,547.316,70,89,194,218,293,320,459,486,606,638,734,763,448,532,3054527.549,3044292.986,3059607.543,2540942.847,375.320833
340,1,340_1,372,150.85714,190.1,4.7,4,10.621,4.04,4.04,16.218,163.561,109.082,14,24,58,61,88,103,148,151,183,186,237,252,230,266,2824515.237,2809867.646,2830108.408,1878518.495,355.6519848
340,2,340_2,524,150.85714,344.4,8.3,13.3,10.908,14.28,8.466,17.1495,294.1745,203.938,29,39,85,100,142,159,212,223,262,272,353,373,346,396,2740946.322,2734525.219,2746725.681,2029663.125,349.605528
340,3,340_3,889,150.85714,623.6,21.502,25.002,20.342,25.598,24.145,26.712,529.407,364.756,88,112,192,221,294,320,392,419,490,511,619,651,608,695,2926934.896,2924333.007,2930230.003,2233954.773,363.0623483
340,4,340_4,1273,150.85714,932.5,32.926,33.517,26.104,45.03,32.742,45.126,820.4185,564.381,138,175,294,331,447,481,599,639,732,765,940,981,918,1045,3065236.293,3058196.055,3070657.242,2300291.372,373.0688612
340,5,340_5,1491,150.85714,1132.3,38.188,40.273,36.96,58.738,39.312,61.215,990.594,671.594,157,201,326,374,502,547,688,745,842,880,1075,1130,1049,1197,3197328.45,3188899.204,3201159.374,2366390.856,382.6261173
341,1,341_1,305,140.8,140.9,3,3,8.4,5.353,6.729,3.06,119.43,109.522,10,12,22,24,76,95,140,156,198,217,270,272,73,100,2664981.721,2651066.399,2676642.739,2430623.013,332.9187205
341,2,341_2,394,140.8,274.5,6,9,17.1195,14.382,11.016,12.36,226.922,201.481,38,43,86,94,160,180,217,225,272,289,335,346,155,193,2959198.981,2945788.098,2972156.952,2545928.873,353.5139287
341,3,341_3,737,140.8,646.9,26,20.503,39.3975,25.064,24.255,27.56,546.3255,494.1365,60,80,157,179,343,367,428,448,524,543,613,633,332,404,3038778.58,3027819.607,3045424.293,2649765.725,359.0845006
341,4,341_4,1028,140.8,1043.3,40.29,33.048,47.721,34.98,37.664,47.73,900.3,806.978,92,121,221,256,485,525,616,640,749,781,884,917,470,572,3052402.169,3046901.282,3056340.27,2614129.801,360.0381518
341,5,341_5,1234,140.8,1343.4,55.55,39.086,61.1655,51.36,44.087,63.8,1170.5585,1034.5985,112,164,292,338,595,635,736,775,888,934,1052,1107,583,705,3153118.935,3147367.512,3159096.669,2673347.72,367.0883255
342,1,342_1,272,145.45455,117.6,2.8,3.7,2,8.0295,5.353,2.754,104.476,88.87,22,31,61,69,78,79,141,148,173,180,202,219,136,162,2714573.269,2695980.733,2727907.573,2375082.116,342.0437444
342,2,342_2,448,145.45455,220.8,5.3,10.833,9.797,16.983,11.33,7.519,182.704,161.478,28,35,90,105,157,172,261,272,308,318,352,370,252,295,3109276.452,3092987.169,3124455,2755223.474,370.1373239
342,3,342_3,688,145.45455,399.1,20.3,15.958,12.75,21.4515,13.624,16.485,338.203,304.659,57,77,143,177,244,259,395,415,468,490,557,590,379,446,3045673.891,3037424.532,3052967.876,2658992.238,365.6103181
342,4,342_4,1046,145.45455,724.6,32.904,32.334,25.77,50.025,37.45,31.266,598.203,557.584,86,122,214,245,370,402,597,632,731,765,884,923,570,673,3353798.704,3341329.676,3362939.281,2988386.586,387.5415548
342,5,342_5,1163,145.45455,948.4,35.754,40.902,32.342,78.228,46.44,40.02,794.2805,692.2305,79,117,208,246,346,388,630,675,813,855,982,1015,593,707,3427162.738,3406596.066,3438581.54,2972276.746,392.7633478
343,1,343_1,217,139.84252,121.1,5,2,5,3.232,3.737,8.0295,103.588,77.706,20,24,50,51,78,82,108,121,142,151,164,171,161,180,2740140.726,2733049.525,2749111.865,2029666.549,341.0216983
343,2,343_2,403,139.84252,238.4,10,8.3,11.11,6.22,9.282,17.1495,200.283,151.234,21,30,74,84,144,154,199,223,264,280,337,348,332,371,3014332.666,3008531.405,3021437.716,2262163.3,360.3764235
343,3,343_3,726,139.84252,519.9,12.9,19.594,23.46,12.772,15.193,36.411,452.474,342.897,36,65,150,172,265,292,369,393,479,529,614,640,603,674,2971652.032,2963183.539,2977433.323,2200979.484,357.3636728
343,4,343_4,1001,139.84252,812.8,33.4,27.472,37.183,26.687,34.132,60.102,681.693,517.432,46,82,172,200,328,369,485,523,646,693,813,854,798,895,3235485.884,3230957.537,3240178.578,2433334.882,375.9872388
343,5,343_5,1243,139.84252,1144.6,42.481,31.926,50.96,37.418,41.364,86.955,987.392,752.267,64,109,231,273,444,497,652,698,827,870,1024,1076,1000,1124,3251050.226,3245305.928,3256394.527,2411919.053,377.0858983
344,1,344_1,448,137,190,5,5.44,10.1,5.1,15.45,5.2,166.324,144.9,64,68,87,122,175,184,228,232,348,357,402,406,343,385,2931381.426,2908301.248,2943536.773,2595197.157,348.6123578
344,2,344_2,534,137,291.4,10.7,7.171,12.759,10.506,21.4755,9.36,246.7365,208.8465,53,69,111,145,189,206,282,294,376,397,472,480,370,422,2960112.16,2942266.895,2971808.665,2561514.921,350.6066087
344,3,344_3,1005,137,662.8,19.907,12.01,19.632,26.706,41.3685,34.58,565.7335,456.9905,91,126,193,229,287,330,486,539,678,735,880,902,660,757,2951736.289,2935508.757,2963412.381,2366048.859,350.0252248
344,4,344_4,1189,137,1062.4,34.744,29.852,43.992,50.986,72.9,42.9,912.909,755.829,149,186,270,326,425,465,612,681,828,877,1041,1071,812,927,3248869.108,3232851.541,3260399.977,2740731.294,370.6497381
344,5,344_5,1269,137,1150.3,37.177,37.492,53.838,59.148,82.1715,53.13,965.304,811.964,169,211,301,358,454,507,647,698,875,934,1102,1146,856,980,3408955.411,3392809.808,3420590.71,2879586.965,381.7616109
345,1,345_1,364,124.09091,110.3,3.03,3.03,3.535,9.639,6.426,3.605,90.583,85.124,131,133,139,141,147,172,224,241,281,298,323,330,222,256,2958698.527,2933871.454,2972401.089,2692312.559,341.5972533
345,2,345_2,384,124.09091,176.3,5,6.464,6.464,13.617,13.26,4.223,148.654,143.195,95,99,107,125,147,165,223,239,274,286,328,350,220,257,3110432.275,3091483.708,3125508.463,2920735.171,351.8615951
345,3,345_3,729,124.09091,330.4,8.466,13.668,14.008,27.72,22.538,7.526,288.5405,282.3545,224,234,249,283,323,359,528,545,597,620,674,699,524,595,3283640.726,3262473.874,3301102.268,3115498.586,363.5786374
345,4,345_4,983,124.09091,613.6,14.79,24.514,17.631,61.578,47.791,8.455,523.972,513.3,242,278,321,351,388,431,663,702,789,831,881,922,648,744,3358278.63,3326269.677,3380848.195,3242976.219,368.627672
345,5,345_5,984,124.09091,766.5,21.93,31.272,29.905,59.148,58.548,19.634,646.0035,635.3315,228,259,298,328,374,408,636,677,776,818,878,923,629,726,3415520.342,3396088.541,3432520.138,3228873.252,372.4999055
346,1,346_1,271,143.50515,148.1,4.7,4,4.7,4.04,9.09,6.12,129.189,101.445,14,24,58,61,70,80,114,117,194,199,223,228,191,216,2778390.522,2764652.551,2784688.939,2246577.673,343.7216839
346,2,346_2,460,143.50515,383.1,11.1,15.15,11.211,13.26,24.72,17.51,320.419,251.894,26,46,110,122,139,159,223,235,311,324,372,385,306,351,2917499.369,2902977.41,2925122.634,2360170.997,353.5411319
346,3,346_3,870,143.50515,821,15.32,35.742,20.869,32.552,51.039,30.281,729.16,575.971,76,102,195,224,275,316,428,455,630,654,735,755,623,709,2970094.233,2954831.482,2983490.562,2440250.639,357.2537106
346,4,346_4,1125,143.50515,1144.1,24.599,40.104,27.634,54.705,74.793,54.391,993.8015,772.6205,92,137,274,308,361,403,526,576,752,793,911,952,735,846,3111403.303,3093735.312,3124358.644,2488783.051,367.2284684
346,5,346_5,1374,143.50515,1487.5,39.447,50.676,45.417,59.466,96.6285,66.22,1297.688,1039.738,93,144,310,352,397,449,620,671,915,969,1115,1169,899,1033,3180326.1,3164205.758,3189704.088,2597124.549,372.093607
347,1,347_1,216,116,137.2,5,5,5,15.3,5.05,6.06,106.109,71.515,10,14,22,26,39,43,64,75,110,114,122,136,59,79,3095310.971,3063857.571,3106159.25,2445735.829,344.737141
347,2,347_2,510,116,293.7,13.8,14.4,14.544,23.256,14.688,9.167,229.851,170.465,35,55,83,100,134,151,206,221,270,287,318,343,199,249,3192789.966,3179669.384,3198299.943,2686432.845,351.2166271
347,3,347_3,688,116,430.2,22,21.079,16.544,29.4735,23.204,18.309,341.23,260.917,40,61,98,126,182,209,295,322,390,415,456,505,287,353,3254781.346,3244965.114,3263346.355,2695629.625,355.3372307
347,4,347_4,842,116,698.9,32.51,29.088,31.62,47.6745,34.125,40.916,546.6025,388.6985,65,101,157,192,250,287,383,417,512,548,602,638,373,456,3387550.451,3376756.321,3393505.052,2641290.438,364.1624712
347,5,347_5,1007,116,886.6,39.692,38.424,44.146,62.43,45.05,49.862,691.7585,483.2615,78,121,186,230,296,341,455,502,618,664,730,779,441,540,3484539.218,3473221.898,3490997.078,2723432.803,370.6093715
348,1,348_1,177,125.14286,103.7,2,2,3.2,2,3.2,8.0295,91.889,64.316,12,13,23,24,32,45,66,67,75,88,148,155,145,161,2638680.589,2633737.501,2641975.981,1783756.929,319.948981
348,2,348_2,340,125.14286,230.9,9,9,7.875,11.11,9.494,20.349,184.204,124.596,12,29,72,80,98,112,149,159,183,195,244,259,239,272,3118607.549,3113962.308,3122342.536,2187399.259,352.4146283
348,3,348_3,555,125.14286,453.3,18.7,17.675,14.112,17.85,15.553,28.86,375.787,265.644,21,45,114,135,180,209,247,268,310,325,405,427,397,451,2995614.643,2992736.894,2999512.02,2214435.799,344.09452
348,4,348_4,777,125.14286,765,33.3,26.563,33.966,27.089,30.264,52.7865,623.9825,444.8525,39,74,156,184,248,282,340,368,431,458,577,613,564,639,3179303.297,3175668.348,3182912.12,2353919.955,356.5205171
348,5,348_5,983,125.14286,1019.4,40.2,40.726,40.891,48.88,34.007,82.3365,838.759,576.8245,45,86,190,238,322,375,445,491,577,609,743,784,723,820,3342148.106,3337342.227,3346477.489,2387788.929,367.5364895
349,1,349_1,172,97.5,101.8,3,3,4.7,9.4815,6.363,7.07,76.39,60.735,33,35,43,45,76,85,95,103,114,122,133,138,92,108,3208333.052,3183771.392,3224560.764,2569457.85,336.6635116
349,2,349_2,325,97.5,212.2,7,6.6,11.514,22.806,15.912,18.36,143.333,120.248,36,42,63,74,134,156,188,207,236,252,280,293,179,209,3518601.513,3488948.395,3539708.699,2831641.913,356.3746844
349,3,349_3,565,97.5,465,19.1,25.856,20.808,42.7965,28.651,30.264,336.803,293.857,34,60,116,144,215,245,320,348,381,409,448,478,313,368,3530888.306,3510872.384,3543881.68,2981895.209,357.1552571
349,4,349_4,791,97.5,812.4,34.8,41.642,39.964,66.9375,46.01,51.08,605.6255,501.3205,40,78,163,203,318,369,486,527,576,617,676,714,475,554,3583471.728,3567556.564,3593057.138,2969106.499,360.495851
349,5,349_5,851,97.5,921.2,45.652,46.512,39.865,85.365,55.544,54.57,677.738,566.498,59,105,203,251,375,418,517,571,626,669,730,770,506,591,3679533.45,3658609.102,3691130.157,3093211.918,366.5985956
350,1,350_1,191,131.42857,97.7,3.2,2,2,3.2,8.484,4.242,81.4855,70.9815,20,33,42,43,50,51,72,85,104,114,146,160,101,118,2786342.812,2760411.914,2799290.392,2371308.919,335.6759465
350,2,350_2,304,131.42857,175,3.9,8,5.959,5.05,11.514,7.548,145.112,126.627,32,52,74,81,110,123,149,153,185,197,270,280,180,208,2876219.205,2860024.052,2887676.304,2453493.244,341.8615571
350,3,350_3,609,131.42857,458.2,13.6,16.665,21.93,21.125,25.116,7.77,387.0345,353.6835,40,67,124,153,202,227,276,302,405,430,554,573,394,453,2932396.163,2924597.82,2941321.9,2710112.858,345.7278535
350,4,350_4,904,131.42857,863.8,29.6,39.814,28.825,35.46,71.6625,36.459,710.012,622.876,59,93,172,213,278,307,378,414,553,595,794,832,536,626,3273601.74,3252348.968,3284448.6,2840149.043,369.2108257
350,5,350_5,1003,131.42857,1032.3,31.502,41.72,37.492,44.096,94.605,46.784,849.913,745.56,69,112,191,231,307,346,421,461,620,669,882,923,601,701,3363088.134,3337386.329,3376097.425,2903648.508,375.3695951
351,1,351_1,255,159.42857,143.1,3.4,2.8,7.575,5.353,2.02,5.05,128.601,94.678,31,46,56,65,106,110,131,138,164,165,190,194,104,128,2578716.536,2564475.922,2588865.987,2009733.995,343.36151
351,2,351_2,493,159.42857,288.5,5.6,5.555,16.8165,10.608,8.568,11.536,251.289,174.006,66,76,118,127,177,188,231,244,272,292,345,357,174,222,2740128.571,2724711.186,2749997.813,2074139.434,355.230042
351,3,351_3,712,159.42857,558.5,13.13,13.656,26.01,18.025,29.744,19.425,478.7775,344.9935,107,119,186,203,266,297,346,365,438,459,532,552,262,330,2849722.023,2837808.583,2859000.496,2245787.868,363.288384
351,4,351_4,879,159.42857,757.4,13.13,16.116,39.0885,22.776,35.28,27.242,664.1405,480.3605,138,150,224,246,320,353,425,452,527,553,651,680,315,400,2859051.805,2845877.123,2870721.028,2231250.068,363.9743974
351,5,351_5,1232,159.42857,1027.2,18.915,26.78,42.12,38.783,46.973,33.091,921.156,648.501,189,230,321,354,448,489,584,625,717,761,892,930,439,561,2932697.016,2924159.114,2943433.915,2278172.536,369.3894865
352,1,352_1,221,129.375,99.6,2,2,8.1,5.05,2.626,5.353,80.618,67.238,10,11,25,26,76,84,117,121,142,149,164,171,69,89,2837607.975,2812720.338,2851583.768,2321923.969,336.3050148
352,2,352_2,356,129.375,221.5,5,9,17.877,11.952,8.568,8.508,175.127,156.906,18,22,36,44,127,145,189,207,253,262,296,306,119,153,3050310.337,3029891.509,3066030.793,2689212.479,350.818823
352,3,352_3,708,129.375,534.5,24.341,22.191,29.5095,13.728,28.689,17.072,448.831,402.714,90,115,180,209,371,389,432,455,494,519,582,617,360,429,3056486.017,3048525.969,3067952.915,2721152.613,351.2402223
352,4,352_4,1037,129.375,1009.4,46.965,41.164,49.6125,42.824,42.265,43.714,843.011,739.839,135,180,276,313,533,566,649,685,753,789,877,919,514,617,3210468.323,3207016.896,3212909.915,2765883.443,361.7472503
352,5,352_5,1092,129.375,1175.3,50.702,52.662,66.15,53.55,44.867,50.576,970.4855,847.4285,134,174,258,303,532,574,661,702,772,812,916,965,506,614,3280364.84,3273762.124,3285372.134,2827183.39,366.5166597
353,1,353_1,165,112.55172,98.7,3,3,3,9.45,6.868,6.06,74.862,63.853,10,12,18,20,26,28,85,93,117,130,142,147,80,95,3135225.79,3107634.643,3150110.932,2610999.258,341.2418016
353,2,353_2,298,112.55172,176.1,8.3,6.3,6,15.3015,7.752,8.466,136.237,120.733,18,28,44,52,72,77,167,186,225,246,265,275,158,186,3133720.913,3112598.91,3144872.287,2707826.278,341.1435419
353,3,353_3,706,112.55172,565.7,21.25,19.19,21.318,39.468,26.565,31.8,469.754,399.555,83,105,140,176,232,278,469,486,545,566,615,644,449,518,3243371.761,3228422.781,3251341.608,2693609.388,348.3030974
353,4,353_4,982,112.55172,918.4,43.531,32.64,37.286,67.734,44.078,45.4,745.261,642.098,113,156,229,269,348,385,625,668,771,810,863,904,593,690,3406805.505,3391722.375,3416613.295,2899859.027,358.9743595
353,5,353_5,982,112.55172,1041.6,43.531,49.368,50.947,85.542,51.546,48.63,825.7345,718.8355,126,169,245,298,381,425,652,687,783,826,859,903,622,717,3558161.806,3541281.411,3566912.873,3078955.233,368.8570356
354,1,354_1,418,153.93103,140.7,3.7,4.444,6.363,3.03,3.774,12.24,123.9485,82.539,82,91,122,138,162,170,188,190,242,260,290,296,287,326,2868459.568,2859940.42,2873957.5,1914787.068,358.8314864
354,2,354_2,524,153.93103,264.7,12.15,12.322,12.444,9.18,7.931,17.535,217.345,152.639,93,105,158,171,222,235,277,285,333,346,393,406,389,439,3043355.979,3038890.675,3050565.706,2263052.51,371.4857562
354,3,354_3,938,153.93103,572.7,28.684,14.484,25.235,20.738,18.338,45.4215,486.8645,356.585,145,170,251,275,356,381,470,506,612,647,710,735,704,795,3182843.63,3174282.345,3191053.279,2320436.964,381.5780979
354,4,354_4,1275,153.93103,1053.5,43.078,50.058,42.525,39.236,38.772,86.685,884.0005,637.8785,190,229,343,388,505,545,670,714,822,856,957,1002,944,1070,3377971.837,3373637.682,3380853.605,2458195.377,395.6961976
354,5,354_5,1370,153.93103,1284.3,50.082,56.83,49.35,54.57,56.332,89.1,1090.043,782.153,202,245,373,414,549,591,734,784,894,936,1055,1102,1042,1178,3418060.409,3416001.374,3420516.816,2550357.284,398.5967237
355,1,355_1,536,138,161.5,7.4,4.643,8.08,5.202,12.5145,5.267,134.6225,116.0675,44,62,98,116,164,171,219,251,317,334,382,414,314,366,3001239.756,2983421.281,3013782.365,2631222.497,353.4613477
355,2,355_2,695,138,311.3,17.7,8.818,15.3,9.167,20.748,9.345,261.9055,233.3795,61,90,181,204,266,278,337,369,461,476,530,562,458,525,3045365.747,3031718.779,3058332.455,2719150.349,356.5242107
355,3,355_3,908,138,567.6,31.276,10.506,25.029,14.664,35.2965,18.663,510.7195,418.1825,88,129,228,258,347,369,426,454,600,624,679,707,593,681,3050295.159,3035652.559,3066096.934,2585567.042,356.8663698
355,4,355_4,1273,138,983.4,48.278,28.84,38.43,35.876,73.9545,37.18,847.048,703.278,125,171,332,381,503,549,662,712,890,933,1040,1090,876,1002,3259041.883,3240665.435,3270641.964,2776616.729,371.3558484
355,5,355_5,1478,138,1238.4,59.346,36.4,43.165,47.286,74.25,52.36,1091.474,921.744,153,214,402,458,590,642,765,818,1054,1105,1217,1268,1037,1184,3272659.97,3260538.075,3281769.522,2766442.87,372.3011038
356,1,356_1,204,91.2,89.2,3.8,3,2.9,9.5445,6.161,6.464,66.2755,56.9705,18,28,46,48,53,72,109,117,133,139,158,167,107,126,3352976.721,3323075.133,3370297.216,2773680.895,336.245621
356,2,356_2,241,91.2,165.9,6.9,7,8,18.6345,12.423,6.834,119.017,103.822,27,41,57,72,88,95,125,139,160,174,201,212,122,145,3426448.428,3396727.308,3442745.263,3035646.443,340.7835794
356,3,356_3,465,91.2,407.5,9.961,24.24,24.24,30.939,18.952,21.112,311.763,273.491,90,116,140,157,182,200,276,304,340,359,406,428,272,317,3338491.486,3323952.447,3356628.948,2867862.014,335.3509447
356,4,356_4,744,91.2,682.8,22.826,38.046,34.711,54.6,33.915,33.602,522.357,430.327,121,166,211,253,303,335,442,494,552,580,644,681,434,507,3435615.208,3419430.452,3448834.154,2898840.991,341.3497629
