楽曲ID,難易度ID,ID_DifN,ノーツ数,譜面再生時間,累計基礎係数,s1係数,s2係数,s3係数,s4係数,s5係数,s6係数,s外係数,s6前s外係数,s1始点,s1終点,s2始点,s2終点,s3始点,s3終点,s4始点,s4終点,s5始点,s5終点,s6始点,s6終点,SF始点,SF終点,平均スコア,最小スコア,最大スコア,s6前スコア,ポイント
327,3,327_3,939,150.48649,665.1,12.221,17.698,18.512,26.288,42.5325,24.408,605.935,544.015,124,163,270,307,436,460,551,611,741,763,848,871,732,825,2926641.219,2909001.422,2938028.405,2551251.402,365.9926536
327,4,327_4,1321,150.48649,1171.5,25.534,33.176,34.026,51.866,82.17,46.42,1055.421,948.281,169,248,413,455,611,652,782,831,1005,1046,1189,1228,986,1116,3155223.897,3134934.674,3167412.486,2748274.342,382.6657431
327,5,327_5,1441,150.48649,1443.8,37.434,45.136,46.216,50.976,107.58,57.42,1297.88,1174.9,202,271,442,480,636,684,820,868,1060,1107,1263,1312,1042,1185,3228475.721,3207607.32,3238610.119,2825968.86,388.0088173
328,1,328_1,497,150.54545,204.9,5,11.716,5.963,6.939,15.9135,5.2,177.8935,155.7415,45,49,127,142,173,204,281,303,333,345,405,409,326,373,2943172.709,2922385.39,2956915.086,2625854.243,361.2759238
328,2,328_2,574,150.54545,399.4,12.2,19.482,6.019,10.918,26.52,16.848,349.433,302.129,63,85,215,233,270,301,360,375,417,431,476,491,408,464,2919393.175,2900928.484,2934116.811,2477614.94,359.5693926
328,3,328_3,951,150.54545,883.6,26.159,33.681,21.84,26.04,51.1755,33.792,782.267,651.92,131,166,323,360,438,458,542,573,678,706,791,821,663,757,2941411.565,2927972.536,2949190.665,2462940.214,361.1495358
328,4,328_4,1491,150.54545,1437,45.118,58.17,22.39,40.176,81.015,60.06,1307.041,1081.871,188,251,512,567,693,713,833,880,1030,1074,1206,1263,1006,1155,3071889.39,3057161.432,3084653.088,2534894.455,370.5132386
328,5,328_5,1626,150.54545,1741.7,53.856,69.51,65.27,51.781,113.85,68.2,1535.025,1271.905,214,270,516,583,729,768,883,937,1118,1176,1338,1395,1090,1251,3249650.745,3234251.687,3258247.041,2732355.841,383.2702299
329,1,329_1,451,126.77157,185.7,6,5.1,8.06,8.08,4.488,18.0015,154.844,92.221,7,12,42,47,99,106,165,172,243,268,296,313,294,337,3005980.018,2999248.298,3012690.353,1912860.974,347.7939306
329,2,329_2,596,126.77157,373.1,12.6,9.1,12.423,18.564,7.622,35.82,311.426,185.821,22,39,68,77,141,164,220,239,329,348,385,418,381,439,3030914.181,3020536.031,3039124.9,1912150.41,349.4953206
329,3,329_3,1121,126.77157,849.7,33.711,34.869,33.269,31.08,17.227,97.686,729.557,429.75,76,131,183,224,332,385,510,567,726,751,813,859,806,917,3392836.069,3388668.534,3401735.063,2086532.441,374.1911671
329,4,329_4,1539,126.77157,1355.8,59.731,69.768,75.564,70.945,24.33,164.01,1103.741,707.466,72,143,211,277,443,505,686,739,954,1005,1102,1166,1090,1242,3762589.829,3754033.297,3779146.239,2475072.863,399.4214236
329,5,329_5,2015,126.77157,1866.1,83.102,79.199,79.76,82.625,34.1,198.66,1579.919,1040.809,87,172,247,320,544,613,858,923,1215,1308,1482,1581,1466,1666,3627274.248,3622324.186,3639539.449,2407540.508,390.1881251
330,1,330_1,254,142.08,124.7,3,4.1,9.9,7.333,7.373,6.426,95.902,82.03,5,7,13,26,63,74,98,106,126,134,208,216,61,84,3082152.771,3064971.092,3099863.225,2614886.379,365.163725
330,2,330_2,305,142.08,202.2,6.3,6.3,13.314,11.11,11.514,11.22,154.655,134.547,9,17,37,45,98,113,146,155,176,188,259,268,94,123,3102719.679,3091061.475,3115075.92,2616966.436,366.6155068
330,3,330_3,546,142.08,497.6,16.5,19.381,29.376,21.733,22.763,15.62,412.939,358.309,27,47,89,109,228,247,306,325,367,387,490,502,220,273,3003369.609,2994376.346,3010615.379,2636297.115,359.6025606
330,4,330_4,1006,142.08,902.8,25.1,30.199,45.708,43.89,33.082,32.338,779.7065,689.5525,54,88,158,193,404,442,554,592,671,701,885,919,388,487,3036878.883,3028568.043,3044907.767,2646783.622,361.9679211
330,5,330_5,1097,142.08,1002.3,30.6,43.389,48.516,46.232,36.059,34.564,861.171,759.921,65,100,181,222,430,475,596,636,722,759,965,1002,412,520,3106120.137,3100606.161,3113283.698,2717092.807,366.8555391
331,1,331_1,339,138.51429,154.4,4,4,9,5.151,4.964,12.24,132.865,84.094,22,25,39,42,72,79,113,136,185,206,245,252,243,274,2972953.794,2960129.799,2979613.212,2016037.491,357.4555619
331,2,331_2,539,138.51429,278.6,15,9.716,15.251,6.018,8.446,23.868,234.082,154.248,41,53,92,116,158,181,230,261,333,349,416,433,411,463,3151252.978,3139854.898,3162730.759,2184627.017,370.0413867
331,3,331_3,839,139.88571,502.9,18.3,15.049,24.786,9.785,19.463,49.29,429.2995,288.463,61,79,131,162,234,268,359,390,476,506,632,655,626,708,3189171.983,3179942.47,3198994.111,2135093.835,372.7180223
331,4,331_4,1139,139.88571,788.4,26.481,28.366,28.84,17.368,23.402,68.202,710.835,478.31,73,109,190,225,307,332,448,488,581,618,853,885,843,954,3184833.6,3181050,3190945.184,2147745.411,372.4117836
331,5,331_5,1339,139.88571,1105.2,36.461,34.22,42.016,16.324,31.258,89.922,996.1065,634.7265,116,158,259,305,412,462,623,668,795,824,980,1029,968,1100,3138908.766,3132625.401,3147871.777,2055694.102,369.1700306
332,1,332_1,154,110.11765,64.5,2,2,2,6.45,3.31,3.333,50.428,41.843,19,20,23,24,26,27,43,49,87,101,117,131,42,56,3031348.988,3002624.287,3044001.341,2531932.957,334.4592574
332,2,332_2,221,110.11765,114.1,4,4,4.9,12.2715,5.656,8.282,86.557,76.189,32,35,39,42,46,58,104,112,151,161,172,181,102,123,3356022.993,3326172.822,3369871.033,2785889.052,355.6585601
332,3,332_3,406,110.11765,249.8,11.8,18.873,12.322,25.857,10.094,14.317,176.217,157.214,36,63,86,110,135,155,219,243,331,347,367,382,213,251,3532205.2,3506626.334,3548134.753,3064073.716,367.1622219
332,4,332_4,596,110.11765,493.1,27.5,26.664,25.352,53.1,14.04,21,371.805,341.985,52,82,112,140,171,201,296,327,444,470,505,528,289,345,3519013.207,3490507.822,3539107.224,3152996.026,366.3008624
332,5,332_5,625,110.11765,553.9,28.3,27.876,27.526,57.474,25.792,32.025,403.5435,374.6675,52,81,113,144,175,207,304,334,462,492,528,556,297,357,3643493.65,3618425.652,3653703.654,3190745.905,374.4287031
333,1,333_1,449,134.31193,179,5,5,5.454,10.506,6.936,12.8235,149.8205,103.998,57,61,80,84,149,157,203,214,260,282,365,384,363,406,2939140.815,2926422.355,2945515.56,2120662.312,349.1509507
333,2,333_2,762,134.31193,292,10,8.888,12.78,11.291,13.312,32.247,233.028,178.976,38,47,101,134,192,218,289,326,451,479,600,630,593,667,3229436.233,3224512.503,3234822.164,2273964.511,369.300868
333,3,333_3,1067,134.31193,631.8,20.695,29.61,26.476,20.685,18.083,43.5945,551.259,406.196,71,112,193,250,374,423,515,554,714,756,899,940,891,995,3113508.876,3106527.785,3118861.039,2314483.275,361.2541455
333,4,333_4,1341,134.31193,1078,36.803,48.348,47.008,51.622,39.354,93.72,906.625,667.21,82,121,234,284,438,495,609,669,861,915,1090,1134,1081,1213,3422274.723,3417712.178,3427553.371,2496949.301,382.6861278
333,5,333_5,1497,134.31193,1273.6,45.754,44.822,55.959,54.272,55.333,109.065,1079.992,792.672,91,136,264,324,489,545,689,746,949,1007,1218,1280,1207,1354,3462395.728,3459507.701,3466294.727,2518429.457,385.4709976
334,1,334_1,309,118.20896,125.6,4.6,4.8,6.969,4.04,4.59,10.71,102.7085,75.442,34,43,74,94,120,134,154,156,202,219,274,280,273,301,3062610.622,3054036.819,3067420.738,2230116.753,345.5950652
334,2,334_2,401,118.20896,281,9.6,12.221,24.24,10.914,8.67,24.72,223.5065,157.196,59,73,106,118,151,167,204,228,255,276,343,356,341,378,3320204.599,3297923.779,3331365.301,2420946.097,362.8690143
334,3,334_3,761,118.20896,513.8,11.399,12.532,43.26,33.072,22.68,60.42,400.353,282.766,96,127,196,228,306,330,411,461,535,560,653,694,649,724,3600569.526,3576291.755,3619664.237,2506501.523,381.6699564
334,4,334_4,992,118.20896,886.5,34.441,42.157,59.592,39.655,34.133,88.3815,708.481,524.335,132,171,265,304,406,446,554,614,715,753,861,905,853,951,3635658.966,3623412.905,3642573.689,2650015.744,384.023013
334,5,334_5,1100,118.20896,1055.9,41.612,46.259,69.002,69.642,43.046,105.6525,818.7,614.605,137,184,291,340,457,504,617,672,785,831,948,1003,939,1048,3778459.01,3766639.514,3787547.624,2797840.489,393.599016
335,1,335_1,400,134.61745,171.4,5,6.8,11.078,5.05,5.304,15.9135,137.955,100.154,9,13,43,65,96,115,143,147,269,284,331,343,329,366,3070816.37,3056054.736,3077711.247,2184781.152,358.2907833
335,2,335_2,483,134.61745,287.4,9.2,6.841,14.645,6.007,7.004,27.81,239.659,184.896,35,63,92,114,148,164,199,230,304,326,383,396,381,427,2949533.479,2937429.105,2956073.089,2070938.294,349.8723238
335,3,335_3,693,134.61745,665.8,16.3,14.418,40.086,14.008,13.936,72.765,580.2815,406.481,48,84,189,213,271,295,332,359,475,500,558,583,554,622,3146306.797,3129041.417,3152907.54,2049841.67,363.5307071
335,4,335_4,1022,134.61745,1071.5,37.383,31.11,56.959,31.512,23.886,96.066,929.149,679.2,63,111,248,291,360,400,453,494,682,716,820,859,811,912,3256797.412,3244664.357,3264659.599,2290993.272,371.2000556
335,5,335_5,1181,134.61745,1202.8,39.326,36.978,67.912,34.125,35.275,115.104,1031.969,752.642,69,118,289,333,409,457,523,568,760,809,942,993,932,1049,3392820.33,3380192.381,3398376.256,2372526.371,380.6416464
336,1,336_1,225,151.875,121.8,3.5,5,3,7.3,3.03,9.5445,100.6055,76.373,24,31,54,56,69,71,86,94,126,128,183,191,181,202,2893316.159,2879089.009,2901262.544,2136656.684,360.6299339
336,2,336_2,446,151.875,303,9,12.12,9.999,12.15,11.22,16.995,258.724,197.21,78,86,120,125,141,158,193,203,271,281,376,386,371,414,2892235.132,2889220.861,2896301.881,2237865.536,360.5517183
336,3,336_3,870,151.875,656.2,23.171,33.962,26.01,19.467,17.61,30.6555,571.6225,432.1685,85,108,167,208,267,290,347,372,498,539,724,750,713,799,2990533.391,2981029.58,2997531.65,2352554.476,367.6638865
336,4,336_4,1121,151.875,1058.6,28.583,54.06,52.839,29.848,45.156,50.358,901.794,700.105,107,137,215,255,328,371,448,490,645,692,910,954,894,1004,3141401.489,3132751.869,3151191.218,2517669.443,378.5796371
336,5,336_5,1247,151.875,1181.5,34.785,62.83,53.456,34.995,49.434,56.925,1024.009,806.979,168,214,304,346,426,469,552,603,747,794,1035,1089,1017,1141,3214769.659,3205575.008,3223008.845,2590465.781,383.88804
337,1,337_1,321,138.35294,139.8,5.4,4,9,4.545,5.293,12.699,110.728,83.98,11,28,51,54,92,99,127,153,199,223,254,264,252,282,3057291.084,3044139.12,3065116.993,2236931.068,357.3519694
337,2,337_2,482,138.35294,272,7.2,14.14,14.14,5.508,9.991,18.585,228.419,160.752,37,72,123,136,188,199,243,260,321,354,392,403,389,436,3014329.404,3003594.829,3026086.69,2207126.416,354.3699234
337,3,337_3,827,138.35294,591.6,21.554,22.856,30.793,6.136,27.3,39.909,508.13,354.081,96,119,176,203,274,310,439,470,534,555,627,659,613,692,3086247.542,3075605.662,3101930.131,2245879.848,359.3618882
337,4,337_4,1160,138.35294,899.1,28.28,32.548,40.452,13.279,63.72,63.6015,764.2285,552.9995,116,195,330,366,467,510,679,711,801,839,933,979,919,1033,3266395.675,3246456.683,3282963.052,2425039.421,371.866288
337,5,337_5,1323,138.35294,1205.9,52.268,51.912,53.008,15.729,62.7,112.695,1014.0175,743.8575,151,206,335,388,489,542,714,759,866,906,1012,1063,996,1125,3448693.885,3439792.125,3464243.319,2461501.478,384.5199285
338,1,338_1,249,114.95798,81.8,3.7,4,5.3,3.302,8.0295,3.343,61.32,54.68,18,27,31,43,53,69,79,102,158,165,187,210,157,180,3238896.081,3216529.697,3251757.846,2879233.684,351.1460947
338,2,338_2,344,114.95798,205.5,8.4,10.271,8.787,12.322,15.606,12.546,152.605,127.247,63,74,97,108,123,137,159,172,255,266,299,312,254,286,3259054.242,3245509.036,3268261.242,2705017.352,352.4741618
338,3,338_3,452,114.95798,342.4,12.311,18.584,18.7,13.974,29.664,14.216,261.925,232.899,79,102,140,161,188,206,235,254,336,356,396,415,334,378,3270449.757,3251604.357,3283489.474,2883135.322,353.2249252
338,4,338_4,594,114.95798,509,19.695,24.139,30.804,23.329,34.632,23.835,398.327,355.382,103,126,163,194,226,249,294,322,433,456,516,544,430,489,3333954.238,3323011.715,3343025.076,2905461.31,357.4087498
338,5,338_5,735,114.95798,612.1,25.654,32.538,38.196,25.452,45.99,26.182,478.4155,430.6585,129,157,208,247,289,317,372,402,541,571,642,672,538,611,3467081.367,3453359.788,3477401.77,3064994.205,366.1794783
339,1,339_1,294,158.11765,133.1,4,4.3,3.3,12.423,8.303,4.08,111.243,102.063,31,34,49,55,75,89,140,149,194,203,236,239,138,166,2986264.101,2959321.76,3002300.372,2705384.762,370.3416168
339,2,339_2,359,158.11765,217.1,10,8.1,6.868,16.8165,10.2,11.934,172.8335,150.5855,37,44,83,91,115,128,177,186,242,251,286,299,173,206,3131369.825,3114628.394,3142329.978,2646203.047,380.925799
339,3,339_3,644,158.11765,414.3,13.3,6.767,11.628,22.0935,14.768,26.25,358.4435,315.8805,58,71,156,177,231,254,328,351,424,455,547,567,324,386,2934241.813,2921935.724,2944912.808,2383851.537,366.5470499
339,4,339_4,875,158.11765,635.2,24.6,17.013,22.099,38.25,30.634,30.388,539.175,477.471,62,89,198,220,291,334,476,502,621,655,760,789,470,557,3145025.531,3132834.253,3155190.485,2686949.559,381.9218623
339,5,339_5,987,158.11765,863,26.42,28.152,38.716,48.195,42.051,41.04,723.525,653.758,66,102,234,266,372,408,538,571,712,747,851,886,530,625,3205648.269,3196439.426,3214637.363,2768658.414,386.3437561
339,6,339_6,855,158.11765,688.9,21.6,24.093,24.506,42.588,23.32,41.944,583.742,528.256,69,89,193,218,291,320,457,486,604,638,733,763,448,532,3195676.282,3182740.908,3201611.906,2677618.672,385.6163876
340,1,340_1,372,150.85714,190.1,5.7,5,12.621,5.05,5.05,17.595,156.164,104.592,13,24,57,61,87,103,147,151,182,186,236,251,230,266,2989941.382,2973094.507,2996301.692,2025865.981,367.6210529
340,2,340_2,524,150.85714,344.4,10.3,14.3,12.928,18.36,9.384,18.54,282.766,195.465,28,39,84,100,141,159,210,223,261,271,352,372,346,396,2883874.788,2874458.671,2891264.782,2162366.611,359.9468229
340,3,340_3,889,150.85714,623.6,23.502,27.022,21.362,28.688,26.225,27.666,518.243,356.136,87,112,190,221,293,320,391,419,488,511,618,647,608,695,3006426.829,3002838.461,3010700.631,2310854.002,368.8138235
340,4,340_4,1273,150.85714,932.5,35.956,35.557,29.12,50.28,33.598,48.396,802.9565,553.459,136,175,292,331,445,480,597,639,731,763,938,981,918,1045,3150701.297,3142163.306,3156365.117,2375703.677,379.2525056
340,5,340_5,1491,150.85714,1132.3,42.228,42.333,42.085,64.038,40.284,64.515,969.797,657.397,155,201,324,374,500,546,686,745,841,879,1073,1130,1049,1197,3283076.245,3273878.849,3286942.789,2443593.099,388.8302224
341,1,341_1,305,140.8,140.9,5,4,9.9,6.262,7.739,4.08,111.991,104.123,9,12,21,24,75,95,139,155,197,217,269,272,73,100,2887270.923,2872798.66,2899269.161,2633770.528,348.4789646
341,2,341_2,394,140.8,274.5,8,10,18.6345,17.34,11.832,13.39,217.603,194.222,37,43,85,94,159,180,216,224,271,287,334,346,155,193,3105684.558,3091817.209,3118309.163,2682247.167,363.767919
341,3,341_3,737,140.8,646.9,28,21.513,40.9425,27.04,27.405,28.62,535.5845,485.5155,59,80,156,179,342,367,427,447,523,543,612,633,332,404,3112154.943,3101535.248,3119427.856,2718594.885,364.220846
341,4,341_4,1028,140.8,1043.3,44.29,35.088,50.841,39.22,41.944,48.81,881.54,790.378,90,121,219,256,483,525,614,640,747,781,883,917,470,572,3134875.175,3129542.113,3139573.425,2693621.705,365.8112623
341,5,341_5,1234,140.8,1343.4,55.55,40.92,64.3155,55.64,48.515,59.4,1161.2665,1023.1065,110,163,290,336,593,635,734,775,885,934,1050,1105,583,705,3185615.157,3180014.188,3191794.879,2724002.048,369.363061
342,1,342_1,272,145.45455,117.6,3.7,4.7,3,9.5445,6.363,3.774,98.031,84.465,21,30,60,69,77,79,140,148,172,180,201,219,136,162,2944160.614,2923629.505,2958141.109,2581848.782,358.3849613
342,2,342_2,448,145.45455,220.8,6.2,11.732,10.807,18.513,12.36,8.446,176.408,157.139,27,34,89,104,156,172,260,272,307,318,351,369,252,295,3232299.487,3214856.273,3247975.753,2867614.012,378.8936694
342,3,342_3,688,145.45455,399.1,21.3,16.968,14.79,22.9965,13.728,17.43,331.559,300.01,56,77,142,177,243,259,394,415,467,490,556,589,379,446,3119233.704,3110444.88,3126755.219,2726410.612,370.846046
342,4,342_4,1046,145.45455,724.6,34.904,33.354,28.86,53.175,39.59,33.208,584.861,548.344,84,122,213,245,368,402,595,632,729,765,882,921,570,673,3438228.917,3425060.407,3446982.348,3065608.298,393.5509994
342,5,342_5,1163,145.45455,948.4,37.754,41.922,35.432,81.408,48.6,43.18,779.6705,684.0505,77,117,207,246,344,388,628,675,811,855,980,1014,593,707,3499069.294,3477943.571,3510017.067,3034613.607,397.8814027
343,1,343_1,217,139.84252,121.1,7,3,7,4.242,4.747,9.5445,95.053,72.201,19,24,49,51,77,82,107,121,141,151,163,171,161,180,3035375.173,3024780.112,3046708.631,2291985.212,361.8617769
343,2,343_2,403,139.84252,238.4,11,9.3,14.14,7.23,10.302,18.6945,191.678,145.719,20,30,73,84,143,154,198,223,263,280,336,348,332,371,3170045.33,3160625.167,3178393.408,2400315.652,371.3679056
343,3,343_3,726,139.84252,519.9,13.8,21.614,24.48,13.802,19.353,38.001,441.754,335.357,35,64,149,172,264,291,368,393,477,529,613,640,603,674,3063190.496,3055576.154,3070169.542,2283990.942,363.8252115
343,4,343_4,1001,139.84252,812.8,33.4,29.492,38.213,29.807,38.372,61.722,669.663,508.642,45,80,171,200,327,368,483,523,644,693,812,854,798,895,3303046.348,3298770.241,3307146.555,2495181.678,380.7562128
343,5,343_5,1243,139.84252,1144.6,44.461,34.986,53.04,40.598,45.684,88.605,971.122,740.947,62,107,229,273,442,495,650,698,825,870,1022,1075,1000,1124,3317423.171,3312094.687,3322655.116,2476551.526,381.7710473
344,1,344_1,448,137,190,6,6.238,12.12,6.12,16.995,6.24,158.901,139.557,63,68,86,120,174,184,227,232,347,357,401,406,343,385,3097499.016,3073005.416,3110689.734,2746698.039,360.1428729
344,2,344_2,534,137,291.4,11.6,7.979,15.789,11.526,23.0205,10.4,238.3935,202.5835,52,68,110,143,188,206,281,294,375,397,471,480,370,422,3084241.788,3065366.948,3097471.718,2675927.224,359.2226653
344,3,344_3,1005,137,662.8,25.806,13.02,20.652,27.641,41.6865,37.82,553.3115,451.0485,89,125,192,229,286,330,485,538,676,735,879,902,660,757,3034911.373,3020259.514,3047525.657,2435594.385,355.7985541
344,4,344_4,1189,137,1062.4,39.794,31.892,50.232,53,77.76,47.3,888.305,740.025,147,185,268,326,423,465,610,680,826,877,1039,1071,812,927,3356016.231,3339850.263,3368543.662,2835843.108,378.087009
344,5,344_5,1269,137,1150.3,39.187,39.532,60.078,60.208,83.7915,57.53,947.934,804.494,168,210,299,358,452,507,645,697,874,934,1100,1146,856,980,3480062.256,3464679.175,3492099.42,2941042,386.6972625
345,1,345_1,364,124.09091,110.3,4.04,4.04,4.545,12.699,7.446,4.635,82.443,79.044,130,133,138,141,146,172,223,241,280,298,322,330,222,256,3270962.543,3238348.596,3287350.86,2979762.539,362.7209955
345,2,345_2,384,124.09091,176.3,7,7.474,7.474,18.207,15.3,5.253,136.974,133.575,94,99,106,125,146,165,222,239,273,286,327,350,220,257,3394933.395,3368097.914,3411438.333,3189482.257,371.1072591
345,3,345_3,729,124.09091,330.4,11.526,14.688,15.038,30.87,25.688,8.586,276.0705,272.0045,223,234,248,283,322,359,527,545,596,620,673,699,524,595,3450439.398,3427299.831,3467140.668,3273394.155,374.8620769
345,4,345_4,983,124.09091,613.6,18.87,25.544,19.691,69.528,49.931,9.535,505.632,497.12,240,278,320,351,386,431,661,702,787,831,880,922,648,744,3494743.832,3458645.326,3517074.632,3374395.712,377.8591416
345,5,345_5,984,124.09091,766.5,26.01,34.332,32.995,67.098,60.688,20.714,624.6035,616.0915,226,259,296,328,372,408,634,677,774,818,877,923,629,726,3545322.259,3523187.543,3562527.346,3354562.194,381.2806234
346,1,346_1,271,143.50515,148.1,5.7,5,5.7,5.05,10.605,8.16,121.624,97.96,13,24,57,61,69,80,113,117,193,199,222,228,191,216,2994435.005,2979250.033,3001232.643,2426019.654,358.9718827
346,2,346_2,460,143.50515,383.1,12.1,16.16,12.221,14.28,27.81,18.54,312.259,245.794,25,46,109,122,138,159,222,235,310,324,371,385,306,351,3009845.51,2992993.099,3018283.83,2445196.852,360.059683
346,3,346_3,870,143.50515,821,16.32,37.762,21.889,33.592,54.219,31.351,719.83,568.781,75,102,193,224,274,316,427,455,629,654,734,755,623,709,3020549.942,3004114.789,3034541.421,2487072.557,360.81529
346,4,346_4,1125,143.50515,1144.1,25.599,44.184,28.664,56.805,78.003,57.661,979.1115,764.4705,91,137,272,308,360,403,524,576,751,793,909,952,735,846,3169997.637,3151865.424,3183819.106,2539183.921,371.3645391
346,5,346_5,1374,143.50515,1487.5,40.447,54.796,46.447,61.586,103.1685,69.52,1279.578,1028.228,92,144,308,352,396,449,618,671,913,969,1113,1169,899,1033,3237160.99,3219644.715,3247581.999,2647454.479,376.1054817
347,1,347_1,216,116,137.2,6,6,6,15.3,6.06,7.07,101.089,68.515,9,14,21,26,38,43,64,75,109,114,121,136,59,79,3250095.24,3221694.214,3259905.857,2580958.561,355.0257424
347,2,347_2,510,116,293.7,15.8,15.4,17.574,23.562,15.708,10.094,221.568,164.139,34,55,82,100,133,151,204,221,269,287,317,342,199,249,3314478.548,3302866.621,3319825.456,2800128.05,359.3053388
347,3,347_3,688,116,430.2,24,22.079,19.574,31.0035,24.234,18.929,332.02,253.367,39,61,97,126,181,209,294,322,389,415,455,501,287,353,3348953.974,3339653.174,3356006.373,2787407.878,361.5969406
347,4,347_4,842,116,698.9,35.51,30.098,35.7,49.2195,36.225,43.026,532.7575,379.0735,63,101,156,192,248,287,382,417,510,548,600,638,373,456,3477970.73,3467932.818,3484714.362,2723056.034,370.1727603
347,5,347_5,1007,116,886.6,42.692,40.444,48.226,65.55,47.17,52.002,675.2785,471.0615,76,121,184,230,294,341,453,502,616,664,728,779,441,540,3570937.895,3559385.224,3577961.434,2802785.676,376.3523424
348,1,348_1,177,125.14286,103.7,3,3,4.3,3,4.3,9.5445,85.174,60.631,11,13,22,24,30,45,65,67,73,88,147,155,145,161,2909895.239,2904540.227,2913465.247,2016532.8,338.2958544
348,2,348_2,340,125.14286,230.9,12,10,8.875,12.12,10.504,21.879,175.654,119.106,11,29,71,80,97,112,148,159,182,195,243,259,239,272,3278350.706,3273923.875,3283368.544,2329187.743,363.2207831
348,3,348_3,555,125.14286,453.3,20.7,19.695,15.122,19.89,17.613,30.42,365.097,258.074,20,45,113,135,179,209,246,268,309,325,404,427,397,451,3099817.581,3096637.191,3104688.564,2309088.494,351.1435422
348,4,348_4,777,125.14286,765,37.3,28.583,34.986,29.149,33.384,52.7715,611.7775,434.2075,37,74,155,184,247,282,339,368,429,458,576,612,564,639,3252158.643,3247984.519,3256188.578,2430336.37,361.448967
348,5,348_5,983,125.14286,1019.4,44.2,42.736,42.951,50.96,37.157,85.5465,822.249,566.7345,43,86,188,237,320,374,443,490,575,609,741,784,723,820,3417413.817,3412850.327,3421466.955,2453862.748,372.6279935
349,1,349_1,172,97.5,101.8,4,4,5.7,10.9815,7.373,8.08,69.87,56.235,32,35,42,45,75,85,94,103,113,122,132,138,92,108,3477977.685,3451367.419,3494922.286,2812868.477,353.7938765
349,2,349_2,325,97.5,212.2,9,7.5,12.524,22.5,15.912,19.38,138.709,117.664,35,42,62,73,133,156,188,205,236,252,279,293,179,209,3613049.36,3586730.226,3632704.146,2913002.227,362.3749005
349,3,349_3,565,97.5,465,22,26.866,22.746,41.2515,27.611,28.288,335.516,290.594,33,59,115,143,214,244,320,347,381,408,447,477,313,368,3543294.659,3526682.05,3552965.488,3013207.676,357.9434254
349,4,349_4,791,97.5,812.4,39.7,42.632,41.818,65.3625,44.95,52.13,599.4665,498.3315,38,77,161,201,316,366,486,526,576,616,674,713,475,554,3618390.034,3604869.123,3624876.665,3002527.125,362.7141904
349,5,349_5,851,97.5,921.2,50.551,47.532,41.915,82.215,54.484,54.57,673.979,564.879,57,104,201,249,373,417,517,569,626,668,729,769,506,591,3698592.7,3680637.562,3709103.128,3116277.976,367.8094186
350,1,350_1,191,131.42857,97.7,4.1,3,3,4.1,9.999,5.151,75.2615,66.6765,19,32,41,43,49,51,71,84,103,114,145,159,101,118,3053227.123,3024976.734,3066633.785,2615313.566,354.0438667
350,2,350_2,304,131.42857,175,4.8,10,6.969,6.06,12.8775,8.568,137.8085,121.3635,31,51,73,81,109,123,148,153,184,196,269,280,180,208,3056281.797,3039059.461,3069133.166,2617762.564,354.2541001
350,3,350_3,609,131.42857,458.2,14.6,18.483,23.96,24.185,27.768,8.715,375.5295,344.1735,39,67,123,151,200,227,274,302,404,428,553,572,394,453,3043888.528,3035343.156,3054352.424,2816230.693,353.4011517
350,4,350_4,904,131.42857,863.8,31.6,42.844,30.865,39.58,75.4425,37.635,693.866,608.976,57,93,170,213,276,307,376,414,551,591,791,831,536,626,3358939.609,3337127.418,3370650.976,2921377.165,375.084079
350,5,350_5,1003,131.42857,1032.3,33.502,45.76,39.552,48.256,99.375,48.835,830.832,730.69,67,112,189,231,305,346,419,461,618,669,880,922,601,701,3448624.271,3421984.49,3462694.606,2983591.465,381.256494
351,1,351_1,255,159.42857,143.1,4.4,3.8,9.09,6.363,3.03,6.06,122.056,90.153,30,46,55,65,105,110,130,138,163,165,189,194,104,128,2770321.796,2754597.51,2780964.651,2182769.018,357.4501321
351,2,351_2,493,159.42857,288.5,6.6,6.565,18.3315,11.628,9.588,12.566,244.694,169.471,65,76,117,127,176,188,230,244,271,292,344,357,174,222,2839228.029,2823058.864,2849365.852,2163518.263,362.5167668
351,3,351_3,712,159.42857,558.5,15.15,15.676,27.54,19.055,31.824,20.475,469.0475,337.3635,105,119,184,203,265,297,345,365,437,459,531,552,262,330,2927073.779,2914857.163,2935968.612,2317897.764,368.9760131
351,4,351_4,879,159.42857,757.4,15.15,18.156,42.1785,24.856,37.38,29.362,650.6905,471.1505,136,150,222,246,318,353,423,452,526,553,649,680,315,400,2939366.281,2925573.802,2951280.733,2303613.76,369.8798736
351,5,351_5,1232,159.42857,1027.2,20.935,28.016,45.24,40.883,51.253,35.251,906.24,637.905,187,230,318,354,446,489,582,625,715,761,890,930,439,561,2999584.243,2989921.072,3010855.826,2338976.584,374.307665
352,1,352_1,221,129.375,99.6,3,3.1,9.75,6.06,3.737,6.363,73.737,62.377,9,11,23,26,74,84,116,121,140,149,163,171,69,89,3127035.148,3099740.992,3142100.733,2584670.41,356.054163
352,2,352_2,356,129.375,221.5,6,10,19.392,12.962,8.772,9.528,169.378,153.197,17,22,35,44,126,145,188,207,251,262,295,306,119,153,3163361.896,3141407.644,3179479.541,2789665.726,358.5329294
